normalized_url,gsc_source_url,spider_source_url,in_gsc,in_spider,clicks,impressions,ctr,position,status_code,content_type,indexability,indexability_status,canonical_url,meta_robots,x_robots_tag,title,meta_description,h1,word_count,internal_links,unique_internal_links,redirect_url,redirect_type,structured_data,hreflang
https://encuentratucoach.es/coaches/ines-ramirez,https://encuentratucoach.es/coaches/ines-ramirez,https://encuentratucoach.es/coaches/ines-ramirez,YES,YES,0,5,0.0,6.2,200,text/html; charset=utf-8,Indexable,,https://encuentratucoach.es/coaches/ines-ramirez,,,Inés Ramírez | Gestión del Cambio en Madrid | EncuentraTuCoach,Inés Ramírez ofrece gestión del cambio en Madrid. Ideal para personas que buscan gestión del cambio con foco en coaching personal y coaching de vida... Sesio…,Inés Ramírez,753,20,8,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/coaches/laura-gaya,https://encuentratucoach.es/coaches/laura-gaya,https://encuentratucoach.es/coaches/laura-gaya,YES,YES,0,5,0.0,8.0,200,text/html; charset=utf-8,Indexable,,https://encuentratucoach.es/coaches/laura-gaya,,,Laura Gaya | Vida en Caldes d'Estrac | EncuentraTuCoach,Laura Gaya ofrece vida en Caldes d'Estrac. Ideal para personas que buscan vida con foco en adolescentes.. Sesiones online y presencial. Precio desde 65 €. Pe…,Laura Gaya,1242,14,5,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/resolucion-de-conflictos-en-el-trabajo-tecnicas-y-role-plays-de-coaching,https://encuentratucoach.es/resolucion-de-conflictos-en-el-trabajo-tecnicas-y-role-plays-de-coaching/,,YES,NO,0,5,0.0,35.0,,,,,,,,,,,,,,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/coaches/alvaro-maximo-coronado,https://encuentratucoach.es/coaches/alvaro-maximo-coronado,https://encuentratucoach.es/coaches/alvaro-maximo-coronado,YES,YES,0,4,0.0,9.25,200,text/html; charset=utf-8,Indexable,,https://encuentratucoach.es/coaches/alvaro-maximo-coronado,,,Álvaro Máximo Coronado | Salud Mental en Toledo | EncuentraTuCoach,Álvaro Máximo Coronado ofrece salud mental en Toledo. Ideal para personas que buscan salud mental con foco en pnl.. Sesiones online. Precio desde 50 €.,Álvaro Máximo Coronado,677,12,4,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/coaches/ivan-vazquez-de-la-cruz,https://encuentratucoach.es/coaches/ivan-vazquez-de-la-cruz,https://encuentratucoach.es/coaches/ivan-vazquez-de-la-cruz,YES,YES,0,4,0.0,10.0,200,text/html; charset=utf-8,Indexable,,https://encuentratucoach.es/coaches/ivan-vazquez-de-la-cruz,,,Ivan Vazquez De La Cruz | Deportivo en Madrid | EncuentraTuCoach,Ivan Vazquez De La Cruz ofrece deportivo en Madrid. Ideal para personas que buscan deportivo con foco en nutrición deportiva especializado en perdida de gras…,Ivan Vazquez De La Cruz,802,20,8,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/ikigai-guia-practica-paso-a-paso-y-como-un-coach-te-ayuda-a-aterrizarlo,https://encuentratucoach.es/ikigai-guia-practica-paso-a-paso-y-como-un-coach-te-ayuda-a-aterrizarlo/,https://encuentratucoach.es/ikigai-guia-practica-paso-a-paso-y-como-un-coach-te-ayuda-a-aterrizarlo,YES,YES,0,4,0.0,8.75,308,,No indexable,Redirigido,,,,,,,0,0,0,https://encuentratucoach.es/blog/ikigai-guia-practica-paso-a-paso-y-como-un-coach-te-ayuda-a-aterrizarlo,Redirección HTTP,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/coaches/cristina-jimenez,https://encuentratucoach.es/coaches/cristina-jimenez,https://encuentratucoach.es/coaches/cristina-jimenez,YES,YES,0,3,0.0,8.33,200,text/html; charset=utf-8,Indexable,,https://encuentratucoach.es/coaches/cristina-jimenez,,,Cristina Jiménez | Bienestar en Islas Canarias | EncuentraTuCoach,Cristina Jiménez ofrece bienestar en Islas Canarias. Ideal para personas que buscan bienestar con foco en hábitos.. Sesiones online. Precio desde 40 €. Perfi…,Cristina Jiménez,672,57,27,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/especialidades/liderazgo/malaga,https://encuentratucoach.es/especialidades/liderazgo/malaga/,,YES,NO,0,3,0.0,6.33,,,,,,,,,,,,,,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/formulario,https://encuentratucoach.es/formulario/,,YES,NO,0,3,0.0,4.0,,,,,,,,,,,,,,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/blog/ikigai-guia-practica-paso-a-paso-y-como-un-coach-te-ayuda-a-aterrizarlo,https://encuentratucoach.es/blog/ikigai-guia-practica-paso-a-paso-y-como-un-coach-te-ayuda-a-aterrizarlo,https://encuentratucoach.es/blog/ikigai-guia-practica-paso-a-paso-y-como-un-coach-te-ayuda-a-aterrizarlo,YES,YES,0,2,0.0,39.0,200,text/html; charset=utf-8,No indexable,Canonicalizada,https://encuentratucoach.es/ikigai-guia-practica-paso-a-paso-y-como-un-coach-te-ayuda-a-aterrizarlo,,,Ikigai guía práctica: encuentra tu propósito con coaching | EncuentraTuCoach,"Descubre la ikigai guía práctica para encontrar tu propósito. Aprende ejercicios, evita errores comunes y cómo un coach puede ayudarte a aterrizarlo.",Ikigai: guía práctica (paso a paso) y cómo un coach te ayuda a aterrizarlo,1198,2,1,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/coaches/aitana-a-garcia-moreno,https://encuentratucoach.es/coaches/aitana-a-garcia-moreno,https://encuentratucoach.es/coaches/aitana-a-garcia-moreno,YES,YES,0,2,0.0,2.0,200,text/html; charset=utf-8,Indexable,,https://encuentratucoach.es/coaches/aitana-a-garcia-moreno,,,AITANA A GARCÍA MORENO | Bienestar en Vizcaya | EncuentraTuCoach,AITANA A GARCÍA MORENO ofrece bienestar en Vizcaya. Ideal para personas que buscan bienestar con foco en sanación de heridas de la infancia.. Sesiones online…,AITANA A GARCÍA MORENO,765,18,7,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/coaches/goldie-uttamchandani,https://encuentratucoach.es/coaches/goldie-uttamchandani/,https://encuentratucoach.es/coaches/goldie-uttamchandani,YES,YES,0,2,0.0,7.5,200,text/html; charset=utf-8,Indexable,,https://encuentratucoach.es/coaches/goldie-uttamchandani,,,Goldie Uttamchandani | Liderazgo en barcelona | EncuentraTuCoach,Goldie Uttamchandani ofrece liderazgo en barcelona. Ideal para personas que buscan liderazgo con foco en adolescentes y liderazgo.. Sesiones online y presenc…,Goldie Uttamchandani,673,20,8,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/especialidades/deportivo,https://encuentratucoach.es/especialidades/deportivo/,,YES,NO,0,2,0.0,7.0,,,,,,,,,,,,,,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/especialidades/personas-con-discapacidad,https://encuentratucoach.es/especialidades/personas-con-discapacidad/,,YES,NO,0,2,0.0,6.5,,,,,,,,,,,,,,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/mi-cuentaa/dashboard,https://encuentratucoach.es/mi-cuentaa/dashboard/,,YES,NO,0,2,0.0,7.5,,,,,,,,,,,,,,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/_next/image,https://encuentratucoach.es/_next/image?url=https://padel-minio.obdyzx.easypanel.host/etc-public/coach-media/cmm17569k00aams1m383892bc/hero/b360c0c3-ead5-4592-8332-2f10ec19165e.jpg&w=3840&q=75,https://encuentratucoach.es/_next/image?url=https%3A%2F%2Fpadel-minio.obdyzx.easypanel.host%2Fetc-public%2Fcoach-media%2Fcmm1755r4000ems1mlgcm9wwo%2Fgallery%2Ffc1d57dd-3208-4c71-b4e0-cfb118888f74.jpg&w=3840&q=75,YES,YES,0,1,0.0,10.0,200,image/jpeg,Indexable,,,,,,,,0,0,0,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/especialidades/gestion-del-cambio/madrid,https://encuentratucoach.es/especialidades/gestion-del-cambio/madrid/,,YES,NO,0,1,0.0,4.0,,,,,,,,,,,,,,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/especialidades/salud-mental,https://encuentratucoach.es/especialidades/salud-mental/,,YES,NO,0,1,0.0,12.0,,,,,,,,,,,,,,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/especialidades/vida/zaragoza,https://encuentratucoach.es/especialidades/vida/zaragoza/,,YES,NO,0,1,0.0,14.0,,,,,,,,,,,,,,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/_next/static/chunks/0833a94028d9b61f.js,,https://encuentratucoach.es/_next/static/chunks/0833a94028d9b61f.js,NO,YES,0,0,0.0,0.0,200,application/javascript; charset=UTF-8,Indexable,,,,,,,,0,0,0,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/_next/static/chunks/0d80878a427a2c4c.js,,https://encuentratucoach.es/_next/static/chunks/0d80878a427a2c4c.js,NO,YES,0,0,0.0,0.0,200,application/javascript; charset=UTF-8,Indexable,,,,,,,,0,0,0,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/_next/static/chunks/0dc25ce330216daf.js,,https://encuentratucoach.es/_next/static/chunks/0dc25ce330216daf.js,NO,YES,0,0,0.0,0.0,200,application/javascript; charset=UTF-8,Indexable,,,,,,,,0,0,0,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/_next/static/chunks/0e0d68bf586a952d.js,,https://encuentratucoach.es/_next/static/chunks/0e0d68bf586a952d.js,NO,YES,0,0,0.0,0.0,200,application/javascript; charset=UTF-8,Indexable,,,,,,,,0,0,0,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/_next/static/chunks/10cbf02e6fc36465.js,,https://encuentratucoach.es/_next/static/chunks/10cbf02e6fc36465.js,NO,YES,0,0,0.0,0.0,200,application/javascript; charset=UTF-8,Indexable,,,,,,,,0,0,0,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/_next/static/chunks/1595c406ccdca0a6.js,,https://encuentratucoach.es/_next/static/chunks/1595c406ccdca0a6.js,NO,YES,0,0,0.0,0.0,200,application/javascript; charset=UTF-8,Indexable,,,,,,,,0,0,0,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/_next/static/chunks/3cb3b0859ef11f34.js,,https://encuentratucoach.es/_next/static/chunks/3cb3b0859ef11f34.js,NO,YES,0,0,0.0,0.0,200,application/javascript; charset=UTF-8,Indexable,,,,,,,,0,0,0,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/_next/static/chunks/4472ff259167e396.js,,https://encuentratucoach.es/_next/static/chunks/4472ff259167e396.js,NO,YES,0,0,0.0,0.0,200,application/javascript; charset=UTF-8,Indexable,,,,,,,,0,0,0,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/_next/static/chunks/61e8d2fbda15786a.js,,https://encuentratucoach.es/_next/static/chunks/61e8d2fbda15786a.js,NO,YES,0,0,0.0,0.0,200,application/javascript; charset=UTF-8,Indexable,,,,,,,,0,0,0,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/_next/static/chunks/63f5b1fe9a4307a1.css,,https://encuentratucoach.es/_next/static/chunks/63f5b1fe9a4307a1.css,NO,YES,0,0,0.0,0.0,200,text/css; charset=UTF-8,Indexable,,,,,,,,0,0,0,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/_next/static/chunks/69be39811437728d.js,,https://encuentratucoach.es/_next/static/chunks/69be39811437728d.js,NO,YES,0,0,0.0,0.0,200,application/javascript; charset=UTF-8,Indexable,,,,,,,,0,0,0,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/_next/static/chunks/7a323c32ff422de9.css,,https://encuentratucoach.es/_next/static/chunks/7a323c32ff422de9.css,NO,YES,0,0,0.0,0.0,200,text/css; charset=UTF-8,Indexable,,,,,,,,0,0,0,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/_next/static/chunks/82abf2d65f5428ae.js,,https://encuentratucoach.es/_next/static/chunks/82abf2d65f5428ae.js,NO,YES,0,0,0.0,0.0,200,application/javascript; charset=UTF-8,Indexable,,,,,,,,0,0,0,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/_next/static/chunks/a5d50eb9a4bec7d7.js,,https://encuentratucoach.es/_next/static/chunks/a5d50eb9a4bec7d7.js,NO,YES,0,0,0.0,0.0,200,application/javascript; charset=UTF-8,Indexable,,,,,,,,0,0,0,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/_next/static/chunks/a6dad97d9634a72d.js,,https://encuentratucoach.es/_next/static/chunks/a6dad97d9634a72d.js,NO,YES,0,0,0.0,0.0,200,application/javascript; charset=UTF-8,Indexable,,,,,,,,0,0,0,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/_next/static/chunks/a862e136abf74221.js,,https://encuentratucoach.es/_next/static/chunks/a862e136abf74221.js,NO,YES,0,0,0.0,0.0,200,application/javascript; charset=UTF-8,Indexable,,,,,,,,0,0,0,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/_next/static/chunks/cdf0727fea11930a.css,,https://encuentratucoach.es/_next/static/chunks/cdf0727fea11930a.css,NO,YES,0,0,0.0,0.0,200,text/css; charset=UTF-8,Indexable,,,,,,,,0,0,0,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/_next/static/chunks/d2be314c3ece3fbe.js,,https://encuentratucoach.es/_next/static/chunks/d2be314c3ece3fbe.js,NO,YES,0,0,0.0,0.0,200,application/javascript; charset=UTF-8,Indexable,,,,,,,,0,0,0,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/_next/static/chunks/d43773a4265a22f7.js,,https://encuentratucoach.es/_next/static/chunks/d43773a4265a22f7.js,NO,YES,0,0,0.0,0.0,200,application/javascript; charset=UTF-8,Indexable,,,,,,,,0,0,0,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/_next/static/chunks/d4aebaff15d25d78.css,,https://encuentratucoach.es/_next/static/chunks/d4aebaff15d25d78.css,NO,YES,0,0,0.0,0.0,200,text/css; charset=UTF-8,Indexable,,,,,,,,0,0,0,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/_next/static/chunks/e36adfeafe1b505c.js,,https://encuentratucoach.es/_next/static/chunks/e36adfeafe1b505c.js,NO,YES,0,0,0.0,0.0,200,application/javascript; charset=UTF-8,Indexable,,,,,,,,0,0,0,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/_next/static/chunks/ed8cc7af4848779b.js,,https://encuentratucoach.es/_next/static/chunks/ed8cc7af4848779b.js,NO,YES,0,0,0.0,0.0,200,application/javascript; charset=UTF-8,Indexable,,,,,,,,0,0,0,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/_next/static/chunks/ff1a16fafef87110.js,,https://encuentratucoach.es/_next/static/chunks/ff1a16fafef87110.js,NO,YES,0,0,0.0,0.0,200,application/javascript; charset=UTF-8,Indexable,,,,,,,,0,0,0,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/_next/static/chunks/turbopack-9f0beaca5213267b.js,,https://encuentratucoach.es/_next/static/chunks/turbopack-9f0beaca5213267b.js,NO,YES,0,0,0.0,0.0,200,application/javascript; charset=UTF-8,Indexable,,,,,,,,0,0,0,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/api/auth/google/start,,https://encuentratucoach.es/api/auth/google/start?intent=login&returnTo=%2Fcoaches%2Fester-fernandez,NO,YES,0,0,0.0,0.0,0,,No indexable,Bloqueado por robots.txt,,,,,,,0,1,1,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/aviso-legal,,https://encuentratucoach.es/aviso-legal,NO,YES,0,0,0.0,0.0,200,text/html; charset=utf-8,No indexable,noindex,https://encuentratucoach.es/aviso-legal,"noindex, follow",,Aviso legal | EncuentraTuCoach,"Datos del titular, información legal y datos de contacto de EncuentraTuCoach.es conforme a LSSI-CE y normativa aplicable.",Aviso legal,182,205,204,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/blog/coaching-para-emprendedores-en-que-ayuda-y-como-elegir-el-coach-adecuado,,https://encuentratucoach.es/blog/coaching-para-emprendedores-en-que-ayuda-y-como-elegir-el-coach-adecuado,NO,YES,0,0,0.0,0.0,200,text/html; charset=utf-8,No indexable,Canonicalizada,https://encuentratucoach.es/coaching-para-emprendedores-en-que-ayuda-y-como-elegir-el-coach-adecuado,,,Coaching para emprendedores: guía para elegir el coach... | EncuentraTuCoach,Descubre cómo el coaching para emprendedores puede impulsar tu negocio y aprende a elegir el coach adecuado para tu éxito empresarial.,Coaching para emprendedores: en qué ayuda y cómo elegir el coach adecuado,1078,2,1,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/blog/como-encontrar-un-coach-certificado-pasos-senales-y-donde-buscar,,https://encuentratucoach.es/blog/como-encontrar-un-coach-certificado-pasos-senales-y-donde-buscar,NO,YES,0,0,0.0,0.0,200,text/html; charset=utf-8,No indexable,Canonicalizada,https://encuentratucoach.es/como-encontrar-un-coach-certificado-pasos-senales-y-donde-buscar,,,Cómo encontrar un coach certificado | EncuentraTuCoach,"Descubre cómo encontrar un coach certificado, señales para identificarlo y dónde buscar en España. Guía completa con pasos y consejos útiles.","Cómo encontrar un coach certificado: pasos, señales y dónde buscar",909,2,1,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/blog/journaling-para-claridad-mental-prompts-y-rutina-de-10-minutos,,https://encuentratucoach.es/blog/journaling-para-claridad-mental-prompts-y-rutina-de-10-minutos,NO,YES,0,0,0.0,0.0,200,text/html; charset=utf-8,No indexable,Canonicalizada,https://encuentratucoach.es/journaling-para-claridad-mental-prompts-y-rutina-de-10-minutos,,,Journaling prompts para claridad mental | EncuentraTuCoach,"Descubre cómo usar journaling prompts para mejorar tu claridad mental con una rutina de 10 minutos. Ejemplos, beneficios y consejos prácticos.",Journaling para claridad mental: prompts y rutina de 10 minutos,969,2,1,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/blog/valores-personales-como-identificarlos-y-tomar-decisiones-mas-coherentes,,https://encuentratucoach.es/blog/valores-personales-como-identificarlos-y-tomar-decisiones-mas-coherentes,NO,YES,0,0,0.0,0.0,200,text/html; charset=utf-8,No indexable,Canonicalizada,https://encuentratucoach.es/valores-personales-como-identificarlos-y-tomar-decisiones-mas-coherentes,,,Valores personales: cómo identificarlos y decisiones co... | EncuentraTuCoach,Descubre cómo identificar tus valores personales para tomar decisiones más coherentes y vivir con autenticidad. Ejercicios prácticos y consejos útiles.,Valores personales: cómo identificarlos y tomar decisiones más coherentes,1066,2,1,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/coaches/carla-gomez-rodriguez,,https://encuentratucoach.es/coaches/carla-gomez-rodriguez,NO,YES,0,0,0.0,0.0,200,text/html; charset=utf-8,Indexable,,https://encuentratucoach.es/coaches/carla-gomez-rodriguez,,,Carla Gómez Rodriguez | Adolescentes en Madrid | EncuentraTuCoach,Carla Gómez Rodriguez ofrece adolescentes en Madrid. Ideal para personas que buscan adolescentes con foco en mejora del equilibrio entre trabajo y vida perso…,Carla Gómez Rodriguez,858,24,10,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/coaches/categoria/adolescentes,,https://encuentratucoach.es/coaches/categoria/adolescentes,NO,YES,0,0,0.0,0.0,200,text/html; charset=utf-8,No indexable,noindex,https://encuentratucoach.es/coaches/categoria/adolescentes,"noindex, follow",,Buscar Adolescentes en España | EncuentraTuCoach,"Encuentra adolescentes en España por ciudad, modalidad y presupuesto. Compara perfiles antes de contactar.",Adolescentes en España para elegir mejor,330,3,2,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/coaches/categoria/adolescentes/madrid,,https://encuentratucoach.es/coaches/categoria/adolescentes/madrid,NO,YES,0,0,0.0,0.0,200,text/html; charset=utf-8,No indexable,noindex,,"noindex, follow",,Buscar Adolescentes en Madrid | EncuentraTuCoach,"Encuentra adolescentes en Madrid. Compara perfiles por modalidad, experiencia y precio.",Adolescentes en Madrid para elegir con menos riesgo,325,3,2,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/coaches/categoria/auto-disciplina,,https://encuentratucoach.es/coaches/categoria/auto-disciplina,NO,YES,0,0,0.0,0.0,200,text/html; charset=utf-8,No indexable,noindex,https://encuentratucoach.es/coaches/categoria/auto-disciplina,"noindex, follow",,Buscar Auto-Disciplina en España | EncuentraTuCoach,"Encuentra auto-disciplina en España por ciudad, modalidad y presupuesto. Compara perfiles antes de contactar.",Auto-Disciplina en España para elegir mejor,307,2,1,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/coaches/categoria/bienestar,,https://encuentratucoach.es/coaches/categoria/bienestar,NO,YES,0,0,0.0,0.0,200,text/html; charset=utf-8,Indexable,,https://encuentratucoach.es/coaches/categoria/bienestar,,,Buscar Bienestar en España | EncuentraTuCoach,"Encuentra bienestar en España por ciudad, modalidad y presupuesto. Compara perfiles antes de contactar.",Bienestar en España para elegir mejor,716,15,10,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/coaches/categoria/bienestar/barcelona,,https://encuentratucoach.es/coaches/categoria/bienestar/barcelona,NO,YES,0,0,0.0,0.0,200,text/html; charset=utf-8,No indexable,noindex,,"noindex, follow",,Buscar Bienestar en Barcelona | EncuentraTuCoach,"Encuentra bienestar en Barcelona. Compara perfiles por modalidad, experiencia y precio.",Bienestar en Barcelona para elegir con menos riesgo,355,7,5,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/coaches/categoria/bienestar/bilbao,,https://encuentratucoach.es/coaches/categoria/bienestar/bilbao,NO,YES,0,0,0.0,0.0,200,text/html; charset=utf-8,No indexable,noindex,,"noindex, follow",,Buscar Bienestar en Bilbao | EncuentraTuCoach,"Encuentra bienestar en Bilbao. Compara perfiles por modalidad, experiencia y precio.",Bienestar en Bilbao para elegir con menos riesgo,361,7,5,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/coaches/categoria/bienestar/madrid,,https://encuentratucoach.es/coaches/categoria/bienestar/madrid,NO,YES,0,0,0.0,0.0,200,text/html; charset=utf-8,No indexable,noindex,https://encuentratucoach.es/coaches/categoria/bienestar/madrid,"noindex, follow",,Buscar Bienestar en Madrid | EncuentraTuCoach,"Encuentra bienestar en Madrid. Compara perfiles por modalidad, experiencia y precio.",Bienestar en Madrid para elegir con menos riesgo,352,7,5,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/coaches/categoria/bioemocional,,https://encuentratucoach.es/coaches/categoria/bioemocional,NO,YES,0,0,0.0,0.0,200,text/html; charset=utf-8,No indexable,noindex,https://encuentratucoach.es/coaches/categoria/bioemocional,"noindex, follow",,Buscar Coaching bioemocional en España | EncuentraTuCoach,"Encuentra coaching bioemocional en España por ciudad, modalidad y presupuesto. Compara perfiles antes de contactar.",Coaching bioemocional en España para elegir mejor,337,207,204,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/coaches/categoria/bioemocional/madrid,,https://encuentratucoach.es/coaches/categoria/bioemocional/madrid,NO,YES,0,0,0.0,0.0,200,text/html; charset=utf-8,No indexable,noindex,https://encuentratucoach.es/coaches/categoria/bioemocional/madrid,"noindex, follow",,Buscar Coaching bioemocional en Madrid | EncuentraTuCoach,"Encuentra coaching bioemocional en Madrid. Compara perfiles por modalidad, experiencia y precio.",Coaching bioemocional en Madrid para elegir con menos riesgo,325,3,2,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/coaches/categoria/carrera,,https://encuentratucoach.es/coaches/categoria/carrera,NO,YES,0,0,0.0,0.0,200,text/html; charset=utf-8,Indexable,,https://encuentratucoach.es/coaches/categoria/carrera,,,Buscar coaching de carrera en España | EncuentraTuCoach,"Encuentra coaches de carrera en España. Compara experiencia, modalidad y precio por sesión antes de contactar.",Coaching de carrera para transición laboral y crecimiento,745,223,204,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/coaches/categoria/carrera/barcelona,,https://encuentratucoach.es/coaches/categoria/carrera/barcelona,NO,YES,0,0,0.0,0.0,200,text/html; charset=utf-8,Indexable,,https://encuentratucoach.es/coaches/categoria/carrera/barcelona,,,Buscar Coaching de carrera en Barcelona | EncuentraTuCoach,"Encuentra coaching de carrera en Barcelona. Compara perfiles por modalidad, experiencia y precio.",Coaching de carrera en Barcelona para elegir con menos riesgo,590,8,6,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/coaches/categoria/carrera/madrid,,https://encuentratucoach.es/coaches/categoria/carrera/madrid,NO,YES,0,0,0.0,0.0,200,text/html; charset=utf-8,Indexable,,https://encuentratucoach.es/coaches/categoria/carrera/madrid,,,Buscar Coaching de carrera en Madrid | EncuentraTuCoach,"Encuentra coaching de carrera en Madrid. Compara perfiles por modalidad, experiencia y precio.",Coaching de carrera en Madrid para elegir con menos riesgo,409,9,7,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/coaches/categoria/confianza-en-si-mismo,,https://encuentratucoach.es/coaches/categoria/confianza-en-si-mismo,NO,YES,0,0,0.0,0.0,200,text/html; charset=utf-8,No indexable,noindex,https://encuentratucoach.es/coaches/categoria/confianza-en-si-mismo,"noindex, follow",,Buscar Confianza en Sí Mismo en España | EncuentraTuCoach,"Encuentra confianza en sí mismo en España por ciudad, modalidad y presupuesto. Compara perfiles antes de contactar.",Confianza en Sí Mismo en España para elegir mejor,346,3,2,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/coaches/categoria/confianza-en-si-mismo/barcelona,,https://encuentratucoach.es/coaches/categoria/confianza-en-si-mismo/barcelona,NO,YES,0,0,0.0,0.0,200,text/html; charset=utf-8,No indexable,noindex,https://encuentratucoach.es/coaches/categoria/confianza-en-si-mismo/barcelona,"noindex, follow",,Buscar Confianza en Sí Mismo en Barcelona | EncuentraTuCoach,"Encuentra confianza en sí mismo en Barcelona. Compara perfiles por modalidad, experiencia y precio.",Confianza en Sí Mismo en Barcelona para elegir con menos riesgo,327,3,2,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/coaches/categoria/conflictos,,https://encuentratucoach.es/coaches/categoria/conflictos,NO,YES,0,0,0.0,0.0,200,text/html; charset=utf-8,No indexable,noindex,https://encuentratucoach.es/coaches/categoria/conflictos,"noindex, follow",,Buscar Conflictos en España | EncuentraTuCoach,"Encuentra conflictos en España por ciudad, modalidad y presupuesto. Compara perfiles antes de contactar.",Conflictos en España para elegir mejor,295,2,1,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/coaches/categoria/deportivo,,https://encuentratucoach.es/coaches/categoria/deportivo,NO,YES,0,0,0.0,0.0,200,text/html; charset=utf-8,Indexable,,https://encuentratucoach.es/coaches/categoria/deportivo,,,Buscar Deportivo en España | EncuentraTuCoach,"Encuentra deportivo en España por ciudad, modalidad y presupuesto. Compara perfiles antes de contactar.",Deportivo en España para elegir mejor,379,6,4,,,UNSPECIFIED,UNSPECIFIED
https://encuentratucoach.es/coaches/categoria/deportivo/madrid,,https://encuentratucoach.es/coaches/categoria/deportivo/madrid,NO,YES,0,0,0.0,0.0,200,text/html; charset=utf-8,Indexable,,https://encuentratucoach.es/coaches/categoria/deportivo/madrid,,,Buscar Deportivo en Madrid | EncuentraTuCoach,"Encuentra deportivo en Madrid. Compara perfiles por modalidad, experiencia y precio.",Deportivo en Madrid para elegir con menos riesgo,369,6,4,,,UNSPECIFIED,UNSPECIFIED
